id,type,nb_pieces,loc,surface,prix,loc1,loc2,loc3,loc1_x,loc1_y,loc2_x,loc2_y,loc3_x,loc3_y
apimo-85473173,Appartement,1,75001 Paris 1er (Châtelet - Les Halles),29,364000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-Les-4-Quartiers-383,Appartement,1,75001 Paris 1er (Châtelet - Les Halles),23,301000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-PARISLUXURYHOMES-4007,Appartement,5,75002 Paris 2e (Palais Royal),106,2490000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
ag754594-448898324,Studio,1,75001 Paris 1er (Saint-Germain - L'Auxerrois),27,365000,Saint-Germain,,75006,48.85655255,2.333331104782813,,,48.8504333,2.3329507
keller-williams-1-34_1_53-180645,Appartement,2,75001 Paris 1er (Vendôme),67,1190000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
apimo-83606543,Maison,7,75006 Paris 6e (Saint-Germain - L'Auxerrois),341,15000000,Saint-Germain,,75006,48.85655255,2.333331104782813,,,48.8504333,2.3329507
netty-company37189tlh-appt-2621,Duplex,5,75001 Paris 1er (Châtelet - Les Halles),128,2800000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-85464915,Appartement,1,75001 Paris 1er (Châtelet - Les Halles),57,499000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-85461895,Appartement,3,75003 Paris 3e (Châtelet - Les Halles),85,990000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
ag753659-447890708,Appartement,3,75001 Paris 1er (Châtelet - Les Halles),71,950000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
immo-facile-56980381,Appartement,5,75001 Paris 1er (Châtelet - Les Halles),150,1998000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-br-immobilier-4309,Appartement,2,75001 Paris 1er (Saint-Germain - L'Auxerrois),53,669000,Saint-Germain,,75006,48.85655255,2.333331104782813,,,48.8504333,2.3329507
ag752647-447405281,Appartement,4,75001 Paris 1er (Vendôme),86,1150000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
hektor-PARISLUXURYHOMES-3982,Appartement,1,75001 Paris 1er (Gaillon - Vivienne),33,550000,Gaillon - Vivienne,Quartier Gaillon,75002,48.868971,2.3345642,48.869135150000005,2.332908770335507,,
hektor-PARISLUXURYHOMES-3974,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),46,700000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-PARISLUXURYHOMES-3991,Appartement,2,75001 Paris 1er (Palais Royal),45,950000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
hektor-PARISLUXURYHOMES-3989,Appartement,3,75002 Paris 2e (Palais Royal),70,1480000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
hektor-PARISLUXURYHOMES-3973,Appartement,4,75001 Paris 1er (Châtelet - Les Halles),118,1750000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-PARISLUXURYHOMES-3990,Appartement,5,75001 Paris 1er (Palais Royal),133,1790000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
hektor-PARISLUXURYHOMES-3984,Appartement,5,75002 Paris 2e (Palais Royal),106,2490000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
hektor-PARISLUXURYHOMES-3980,Appartement,5,75001 Paris 1er (Palais Royal),200,4000000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
hektor-PARISLUXURYHOMES-3994,Appartement,6,75001 Paris 1er (Palais Royal),176,4500000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
hektor-PARISLUXURYHOMES-3995,Appartement,6,75001 Paris 1er (Vendôme),191,6600000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
ag753296-447383534,Appartement,3,75001 Paris 1er (Châtelet - Les Halles),54,695000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
keller-williams-1-34_1_32-158298,Appartement,5,75001 Paris 1er (Palais Royal),154,1995000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
gedeon-29430199,Appartement,1,75001 Paris 1er (Palais Royal),15,199000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
apimo-85440989,Appartement,3,75001 Paris 1er (Châtelet - Les Halles),97,1490000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
immo-facile-57253813,Appartement,2,75001 Paris 1er (Vendôme),54,735000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
ladresse-1-adresse-13790681,Appartement,5,75001 Paris 1er (Gaillon - Vivienne),115,1199000,Gaillon - Vivienne,Quartier Gaillon,75002,48.868971,2.3345642,48.869135150000005,2.332908770335507,,
ag942352-447016352,Appartement,2,75001 Paris 1er (Vendôme),42,573000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
apimo-85429346,Appartement,3,75001 Paris 1er (Châtelet - Les Halles),85,990000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
immo-facile-57255590,Appartement,5,75001 Paris 1er (Châtelet - Les Halles),126,1750000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-85424088,Appartement,5,75001 Paris 1er (Châtelet - Les Halles),126,1750000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-85440979,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),49,499000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
guy-hoquet-immo-facile-7161896,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),40,445000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-PARISLUXURYHOMES-3967,Appartement,7,75001 Paris 1er (Palais Royal),172,2500000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
keller-williams-1-34_1_32-179612,Appartement,5,75001 Paris 1er (Palais Royal),105,1880000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
immo-facile-57202979,Appartement,3,75001 Paris 1er (Châtelet - Les Halles),70,1150000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
immo-facile-57203372,Appartement,4,75001 Paris 1er (Palais Royal),103,1580000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
apimo-85425231,Appartement,3,75001 Paris 1er (Châtelet - Les Halles),83,820000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-85347993,Appartement,3,75001 Paris 1er (Châtelet - Les Halles),82,1320000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
immo-facile-56464881,Appartement,2,75001 Paris 1er (Palais Royal),77,850000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
immo-facile-56977338,Appartement,1,75001 Paris 1er (Châtelet - Les Halles),14,189000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-br-immobilier-4263,Appartement,3,75001 Paris 1er (Châtelet - Les Halles),78,1150000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
keller-williams-1-34_1_32-178105,Appartement,4,75001 Paris 1er (Palais Royal),80,1260000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
ag752451-444966428,Appartement,5,75006 Paris 6e (Saint-Germain - L'Auxerrois),111,906063,Saint-Germain,,75006,48.85655255,2.333331104782813,,,48.8504333,2.3329507
ag752647-444623297,Studio,1,75001 Paris 1er (Palais Royal),24,325000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
gedeon-30085762,Appartement,1,75001 Paris 1er (Palais Royal),23,320000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
apimo-85285947,Appartement,3,75001 Paris 1er (Châtelet - Les Halles),71,1260000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-85365594,Appartement,3,75001 Paris 1er (Saint-Germain - L'Auxerrois),86,1850000,Saint-Germain,,75006,48.85655255,2.333331104782813,,,48.8504333,2.3329507
apimo-85365567,Appartement,3,75001 Paris 1er (Saint-Germain - L'Auxerrois),69,2000000,Saint-Germain,,75006,48.85655255,2.333331104782813,,,48.8504333,2.3329507
iad-france-1687476,Studio,1,75001 Paris 1er (Châtelet - Les Halles),57,499000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
ag753637-443011796,Studio,1,75001 Paris 1er (Saint-Germain - L'Auxerrois),34,522500,Saint-Germain,,75006,48.85655255,2.333331104782813,,,48.8504333,2.3329507
century-21-202_2383_16311,Appartement,2,75001 Paris 1er (Palais Royal),35,386000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
ag922730-442762598,Appartement,4,75001 Paris 1er (Châtelet - Les Halles),89,1250000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
iad-france-1676229,Appartement,1,75001 Paris 1er (Châtelet - Les Halles),44,467000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
ag753637-442605455,Studio,1,75001 Paris 1er (Châtelet - Les Halles),20,399000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
ag440414-442465262,Appartement,2,75001 Paris 1er (Palais Royal),41,725000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
hektor-rdimmo-1702,Appartement,4,75015 Paris 15e (Châtelet - Les Halles),97,745000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-85315126,Appartement,2,75001 Paris 1er (Vendôme),35,665000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
apimo-85281136,Appartement,5,75001 Paris 1er (Châtelet - Les Halles),146,1860000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
ag311656-441460220,Appartement,3,75001 Paris 1er (Palais Royal),55,935000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
hektor-br-immobilier-4120,Appartement,1,75001 Paris 1er (Châtelet - Les Halles),23,319000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-85294530,Appartement,3,75001 Paris 1er (Châtelet - Les Halles),63,749000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-PARISLUXURYHOMES-3852,Appartement,5,75001 Paris 1er (Châtelet - Les Halles),108,1390000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-85285985,Appartement,6,75001 Paris 1er (Saint-Germain - L'Auxerrois),117,1548000,Saint-Germain,,75006,48.85655255,2.333331104782813,,,48.8504333,2.3329507
hektor-Les-4-Quartiers-337,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),57,600000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-85030290,Appartement,5,75001 Paris 1er (Vendôme),180,3000000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
apimo-85283408,Appartement,1,75001 Paris 1er (Vendôme),26,498000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
apimo-85195709,Appartement,5,75002 Paris 2e (Châtelet - Les Halles),104,1390000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-85271125,Appartement,1,75001 Paris 1er (Châtelet - Les Halles),30,389000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-85278179,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),54,760000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-fmpconsults-474,Appartement,3,75001 Paris 1er (Vendôme),61,847600,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
immo-facile-56429399,Appartement,4,75001 Paris 1er (Châtelet - Les Halles),87,1290000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-Les-4-Quartiers-326,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),55,600000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-85188376,Appartement,3,75001 Paris 1er (Châtelet - Les Halles),45,667000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
ag755942-437837126,Appartement,2,75001 Paris 1er (Vendôme),35,665000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
ag340369-437690528,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),33,443000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
immo-facile-56302613,Appartement,3,75001 Paris 1er (Vendôme),79,210000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
hektor-br-immobilier-4006,Appartement,2,75001 Paris 1er (Palais Royal),43,480000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
ag743447-437242967,Studio,1,75001 Paris 1er (Châtelet - Les Halles),14,220000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-84756852,Appartement,4,75001 Paris 1er (Vendôme),106,1995000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
apimo-85165145,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),54,760000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
ag753296-436328468,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),57,600000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
ag922880-436164887,Appartement,3,75001 Paris 1er (Châtelet - Les Halles),73,915000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
netty-company38861gpu-appt-1943,Appartement,5,75001 Paris 1er (Châtelet - Les Halles),108,1390000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-br-immobilier-3958,Appartement,2,75003 Paris 3e (Châtelet - Les Halles),30,490000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-PARISLUXURYHOMES-3685,Appartement,5,75001 Paris 1er (Saint-Germain - L'Auxerrois),115,2685000,Saint-Germain,,75006,48.85655255,2.333331104782813,,,48.8504333,2.3329507
apimo-84947866,Appartement,6,75001 Paris 1er (Vendôme),150,3490000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
hektor-cphparis15-198925,Appartement,2,75015 Paris 15e (Châtelet - Les Halles),57,585000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
ag752451-430946324,Appartement,1,75002 Paris 2e (Châtelet - Les Halles),28,184800,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-CFBIMMO2022-466,Appartement,1,75001 Paris 1er (Vendôme),22,229000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
apimo-85063331,Appartement,5,75001 Paris 1er (Châtelet - Les Halles),126,1850000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-85060248,Appartement,5,75001 Paris 1er (Vendôme),180,3200000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
consortium-162524719,Appartement,3,75001 Paris 1er (Vendôme),79,998000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
laforet-immo-facile-22236308,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),31,440000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
guy-hoquet-immo-facile-7027695,Appartement,1,75001 Paris 1er (Châtelet - Les Halles),27,328500,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
guy-hoquet-immo-facile-6969079,Appartement,1,75001 Paris 1er (Châtelet - Les Halles),32,472500,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
ics-lba_CITYALBA_tra-TAPP86285,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),43,495000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
ag750129-427267901,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),45,613000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
keller-williams-1-34_1_32-167468,Appartement,1,75001 Paris 1er (Châtelet - Les Halles),29,330220,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-84935236,Appartement,2,75001 Paris 1er (Saint-Germain - L'Auxerrois),69,1380000,Saint-Germain,,75006,48.85655255,2.333331104782813,,,48.8504333,2.3329507
keller-williams-1-34_1_32-166191,Appartement,2,75001 Paris 1er (Palais Royal),43,480000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
ag750129-415994046,Appartement,4,75001 Paris 1er (Châtelet - Les Halles),63,850000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
iad-france-1579132,Appartement,1,75001 Paris 1er (Châtelet - Les Halles),20,299000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
stephane-plaza-4-4595310,Appartement,1,75001 Paris 1er (Châtelet - Les Halles),20,316500,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-84339998,Appartement,3,75001 Paris 1er (Châtelet - Les Halles),85,1150000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
gedeon-28832960,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),39,580000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
ag755216-418047423,Appartement,4,75001 Paris 1er (Saint-Germain - L'Auxerrois),113,2685000,Saint-Germain,,75006,48.85655255,2.333331104782813,,,48.8504333,2.3329507
hektor-ulys-178,Appartement,6,75001 Paris 1er (Vendôme),160,2400000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
immo-facile-55465919,Appartement,1,75001 Paris 1er (Châtelet - Les Halles),25,279000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-83996547,Appartement,5,75001 Paris 1er (Palais Royal),119,1795000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
netty-trojani-appt-1974,Appartement,1,75001 Paris 1er (Vendôme),26,469000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
keller-williams-1-34_1_32-158309,Appartement,6,75001 Paris 1er (Palais Royal),102,1040000,Palais Royal,Quartier du Palais Royal,75001,48.863584700000004,2.3362042200938715,48.8646034,2.336049110041388,48.8646144,2.334396
keller-williams-1-34_1_32-157902,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),35,392000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
immo-facile-55094416,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),70,730000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-6271458,Appartement,3,75006 Paris 6e (Saint-Germain - L'Auxerrois),69,2000000,Saint-Germain,,75006,48.85655255,2.333331104782813,,,48.8504333,2.3329507
apimo-83975051,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),38,444000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-83975026,Appartement,2,75001 Paris 1er (Châtelet - Les Halles),40,451000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-8116430,Appartement,5,75001 Paris 1er (Saint-Germain - L'Auxerrois),147,1975000,Saint-Germain,,75006,48.85655255,2.333331104782813,,,48.8504333,2.3329507
hektor-hempton-1805,Appartement,2,75001 Paris 1er (Saint-Germain - L'Auxerrois),50,1300000,Saint-Germain,,75006,48.85655255,2.333331104782813,,,48.8504333,2.3329507
apimo-82954349,Appartement,3,75001 Paris 1er (Châtelet - Les Halles),68,799990,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-83571390,Appartement,4,75001 Paris 1er (Châtelet - Les Halles),83,1150000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-83384443,Appartement,5,75001 Paris 1er (Châtelet - Les Halles),233,3700000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-411_iparticuliersadmin-20586,Appartement,1,75011 Paris 11e (Châtelet - Les Halles),19,199000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-sival-2986,Appartement,1,75001 Paris 1er (Châtelet - Les Halles),23,265000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
hektor-BELMONTLATOUR2021-474,Appartement,2,75016 Paris 16e (Châtelet - Les Halles),50,540000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-8117303,Appartement,5,75001 Paris 1er (Saint-Germain - L'Auxerrois),147,1975000,Saint-Germain,,75006,48.85655255,2.333331104782813,,,48.8504333,2.3329507
hektor-axihome-327,Appartement,1,75008 Paris 8e (Châtelet - Les Halles),9,119000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
apimo-8070770,Appartement,7,75001 Paris 1er (Vendôme),298,4200000,Vendôme,Quartier Vendôme,75001,48.86690005,2.3285489140926545,48.86690005,2.3285489140926545,48.8646144,2.334396
hektor-IMMOJLY-128006,Appartement,1,75010 Paris 10e (Châtelet - Les Halles),11,158000,Châtelet - Les Halles,Quartier Les Halles,75001,48.8625092,2.3464427,48.8623728,2.3453129,48.8646144,2.334396
netty-robert-appt-4120,Appartement,2,75002 Paris 2e (Sentier),31,458000,Sentier,Quartier du Mail,75002,48.8675428,2.3465779,48.8680539,2.344592949731121,,
nestenn-1-99939058725,Appartement,1,75002 Paris 2e (Montorgueil - Etienne Marcel),18,275000,Montorgueil - Etienne Marcel,Quartier du Mail,75002,48.864567050000005,2.3463011236978986,48.8680539,2.344592949731121,,
ag755714-449209352,Appartement,5,75002 Paris 2e (Sentier),123,1200000,Sentier,Quartier du Mail,75002,48.8675428,2.3465779,48.8680539,2.344592949731121,,
apimo-85491121,Appartement,2,75002 Paris 2e (Montorgueil - Etienne Marcel),50,700000,Montorgueil - Etienne Marcel,Quartier du Mail,75002,48.864567050000005,2.3463011236978986,48.8680539,2.344592949731121,,
