id,Type,Nb_chambre,loc,surface,prix
century-21-202_3048_27307,Appartement,4,Lorette,95,1210000
hektor-1857_EXPERTIMO22-185596,Appartement,3,Grands Boulevards,58,700000
ag922730-448609523,Appartement,4,Grands Boulevards,90,986000
dr-house-immo-1-175084,Appartement,1,Grands Boulevards,15,160000
apimo-85474767,Appartement,3,Grands Boulevards,82,849000
ag756771-448572998,Appartement,5,Grands Boulevards,94,1050000
ag756771-448572995,Appartement,4,Grands Boulevards,116,1490000
immo-facile-57409329,Appartement,3,Grands Boulevards,62,570000
ag753010-448511270,Studio,1,Trudaine,25,275000
iad-france-1701894,Appartement,2,Trudaine,29,340000
apimo-85473031,Appartement,2,Grands Boulevards,42,555000
apimo-85472671,Appartement,4,Lorette,140,1249000
ag756339-448481789,Appartement,2,Clichy,41,489000
century-21-202_3596_22061,Studio,1,Lorette,33,356000
hektor-PARISIDF2022-206192,Appartement,1,Trudaine,9,79950
apimo-85348138,Appartement,5,Lorette,140,2500000
apimo-85284438,Appartement,2,Lorette,37,580000
hektor-leconte-immobilier-7307,Appartement,1,Lorette,24,295000
immo-facile-57390083,Appartement,6,Trudaine,210,2950000
hektor-totemimmo-prata-5770,Appartement,2,Clichy,32,335000
apimo-85457813,Appartement,5,Grands Boulevards,142,1750000
ag751938-448133315,Appartement,4,Lorette,100,1200000
iad-france-1705952,Studio,1,Trudaine,37,385000
apimo-85466804,Appartement,2,Trudaine,40,445000
immo-facile-57374975,Appartement,1,Lorette,32,410000
netty-loftappart-appt-2865,Appartement,2,Porte Saint-Martin,27,325000
ag753296-448004024,Appartement,1,Clichy,18,185000
keller-williams-1-34_1_32-180535,Appartement,5,Clichy,105,1365000
apimo-85465268,Appartement,2,Grands Boulevards,57,650000
hektor-PARISLUXURYHOMES-4002,Appartement,5,Grands Boulevards,82,936000
apimo-85463721,Appartement,4,Grands Boulevards,90,900000
ag922730-447831188,Appartement,2,Trudaine,33,298400
ag340369-447779525,Appartement,5,Trudaine,87,830000
laforet-immo-facile-22434933,Appartement,1,Clichy,13,125000
laforet-immo-facile-22434942,Appartement,2,Clichy,24,285000
laforet-immo-facile-22434954,Appartement,2,Lorette,28,329000
laforet-immo-facile-22386684,Appartement,2,Clichy,43,489000
laforet-immo-facile-22434957,Appartement,3,Lorette,82,720000
hektor-1245_EXPERTIMO22-181439,Appartement,5,Lorette,95,1245000
immo-facile-57252314,Appartement,3,Trudaine,53,529000
apimo-85391108,Appartement,3,Clichy,55,715000
hektor-DROUOT75009-325,Appartement,4,Lorette,100,1150000
apimo-85458685,Appartement,1,Clichy,20,231000
apimo-84958345,Appartement,5,Trudaine,103,1530000
apimo-85109187,Appartement,5,Lorette,140,2500000
ag756893-447072449,Appartement,3,75009 Paris 9e,66,749000
immo-facile-55627837,Maison,5,Lorette,150,2500000
ag340369-447015890,Appartement,2,Trudaine,35,263000
laforet-immo-facile-22427841,Appartement,1,Trudaine,19,212000
laforet-immo-facile-22428255,Appartement,6,Lorette,180,1995000
ag750129-446935928,Appartement,3,Lorette,39,440000
netty-loftappart-appt-3079,Appartement,1,Trudaine,7,60000
laforet-immo-facile-22426533,Appartement,6,Lorette,180,1995000
laforet-immo-facile-22426676,Appartement,6,Lorette,180,1995000
century-21-202_3354_2188,Appartement,1,Clichy,6,55000
iad-france-1650351,Appartement,5,Grands Boulevards,132,1580000
laforet-immo-facile-22422261,Appartement,1,Clichy,26,297000
apimo-85420198,Appartement,5,Grands Boulevards,125,1450000
ag755942-446136230,Appartement,2,Lorette,65,720000
laforet-immo-facile-22421409,Appartement,2,Clichy,24,285000
apimo-85337530,Appartement,1,Clichy,21,248000
adapt-immo-3011437692,Appartement,1,75009 Paris 9e,9,117000
apimo-85426149,Appartement,3,Lorette,74,849000
apimo-85295725,Appartement,3,Clichy,55,895000
apimo-85295609,Appartement,2,Clichy,56,947000
immo-facile-57192547,Appartement,1,Clichy,32,350000
immo-facile-57192736,Appartement,3,Clichy,55,579000
ag754212-446059877,Appartement,1,Opéra,6,65000
apimo-85422862,Appartement,4,Grands Boulevards,150,1695000
ag754401-425789086,Appartement,2,Trudaine,32,525000
laforet-immo-facile-22313253,Appartement,2,Lorette,42,490000
immo-facile-57177250,Appartement,1,Grands Boulevards,15,190000
ag755942-445732235,Appartement,1,Trudaine,32,349000
apimo-84315431,Appartement,3,Trudaine,106,1750000
adapt-immo-910126249,Appartement,2,Trudaine,48,532000
immo-facile-56413504,Appartement,3,Trudaine,80,695000
laforet-immo-facile-22411833,Appartement,1,Trudaine,30,275000
laforet-immo-facile-22411839,Appartement,4,Lorette,88,795000
laforet-immo-facile-22411091,Appartement,4,Lorette,88,795000
hektor-vks-immobilier-5093,Appartement,3,Grands Boulevards,70,749000
apimo-85361652,Maison,5,Clichy,211,3400000
hektor-DROUOT75009-321,Appartement,1,Saint-Vincent de Paul,25,315000
ag753296-445124639,Appartement,3,Trudaine,67,775000
iad-france-1691803,Appartement,2,Trudaine,30,320000
hektor-cpierreplisson-326,Appartement,5,Trudaine,93,879750
ag753296-444750896,Appartement,1,Trudaine,21,250000
ag755942-444436967,Studio,1,Grands Boulevards,12,157500
apimo-85379652,Appartement,1,Grands Boulevards,29,368000
immo-facile-42666620,Appartement,5,Clichy,156,2385000
century-21-202_3354_2178,Appartement,4,Clichy,120,1299000
century-21-202_3354_1406,Appartement,4,Clichy,100,1299000
ag753296-444351677,Appartement,2,Trudaine,48,600000
immo-facile-57117246,Appartement,1,Trudaine,8,64000
apimo-85316998,Appartement,1,Grands Boulevards,13,157500
apimo-85188519,Appartement,4,Grands Boulevards,78,945000
apimo-85373205,Appartement,3,Clichy,56,699000
gedeon-30081317,Appartement,2,Trudaine,22,275000
gedeon-30080428,Appartement,5,Clichy,122,1390000
apimo-85288186,Appartement,2,Lorette,39,448000
iad-france-1683884,Appartement,1,Grands Boulevards,31,327000
apimo-85362213,Appartement,5,Clichy,105,1495000
iad-france-1680065,Appartement,2,Trudaine,29,300000
laforet-immo-facile-22396209,Appartement,5,Lorette,97,960000
laforet-immo-facile-22395709,Appartement,2,Lorette,28,329000
immo-facile-57090909,Appartement,3,Lorette,90,1050000
apimo-85284628,Appartement,2,Lorette,36,550000
laforet-immo-facile-22394457,Appartement,2,Clichy,43,489000
laforet-immo-facile-22394464,Appartement,2,Clichy,48,525000
oralia-0041-TAPP24097,Appartement,4,Trudaine,72,995000
ics-gar_ORALIA_tra-TAPP24097,Appartement,4,Trudaine,72,995000
ag440414-442978649,Appartement,1,Lorette,17,130000
ag753659-442917689,Appartement,4,Lorette,96,1210000
nestenn-1-99939044431,Appartement,1,Lorette,6,110000
ag755942-442856297,Appartement,2,Lorette,64,750000
hektor-4_DVIMMO2024-32937,Appartement,3,Grands Boulevards,72,777000
apimo-85098185,Appartement,2,Trudaine,37,410000
ag753010-442769756,Appartement,1,Lorette,10,165000
apimo-84782769,Appartement,2,Clichy,55,740000
hektor-hegmaconseil-12612,Appartement,2,Trudaine,39,395000
apimo-85324022,Appartement,6,Lorette,180,1995000
immo-facile-54077056,Appartement,3,Trudaine,72,749000
hektor-EUGENE2020-294,Appartement,2,Lorette,63,695000
ag753296-442406198,Appartement,2,Clichy,27,345000
ag756771-442451606,Appartement,4,Trudaine,54,630000
apimo-85310542,Appartement,2,Trudaine,24,300000
netty-isambert-appt-4166,Appartement,1,Clichy,23,279000
immo-facile-48256381,Appartement,2,Trudaine,39,445000
ag751459-442077026,Studio,1,75009 Paris 9e,16,160000
laforet-immo-facile-22379267,Appartement,2,Opéra,54,498000
ag750887-441830363,Studio,1,75009 Paris 9e,8,86000
apimo-85310711,Appartement,1,Trudaine,26,275000
apimo-85278821,Appartement,2,Trudaine,40,420000
ladresse-1-adresse-13762887,Appartement,1,Clichy,8,86000
nexity-GB00173594,Appartement,1,Grands Boulevards,18,195000
apimo-85307041,Appartement,6,Lorette,138,1290000
hektor-13_2_REGM75017-7026,Loft/atelier/surface,5,Trudaine,200,2340000
safti-1-1369664,Appartement,3,Clichy,44,479900
laforet-immo-facile-22351286,Appartement,3,Lorette,82,720000
apimo-85299085,Maison,5,Lorette,140,2500000
ag750523-440660783,Appartement,5,Trudaine,162,2300000
apimo-85272582,Appartement,4,Clichy,100,1400000
hektor-13_2_REGM75017-6950,Loft/atelier/surface,5,Trudaine,280,2988000
hektor-ARCENCIEL-22283,Appartement,6,Trudaine,165,1399000
ag751585-396000023,Appartement,2,Lorette,44,460000
apimo-84630082,Appartement,3,Clichy,106,1200000
iad-france-1667022,Loft/atelier/surface,5,Trudaine,180,1500000
apimo-85265619,Appartement,2,Lorette,86,1050000
immo-facile-45483743,Appartement,1,Trudaine,18,220000
hektor-ARCENCIEL-22254,Loft/atelier/surface,6,Trudaine,165,1399000
laforet-immo-facile-22340901,Appartement,1,Clichy,13,125000
apimo-85289464,Appartement,3,Trudaine,62,699000
hektor-debayle-250,Appartement,2,Trudaine,31,315000
ag753296-439945685,Appartement,3,Grands Boulevards,51,635000
century-21-202_3596_22050,Appartement,2,Grands Boulevards,48,590000
apimo-85097500,Appartement,5,Grands Boulevards,121,1395000
apimo-85262230,Appartement,3,Clichy,128,1495000
apimo-85283480,Appartement,3,Grands Boulevards,70,749000
apimo-85284251,Appartement,5,Trudaine,210,2950000
immo-facile-56452799,Appartement,2,Trudaine,56,718000
apimo-85281243,Appartement,4,Lorette,77,897900
apimo-85245680,Appartement,5,Lorette,110,1495000
apimo-85165120,Appartement,4,Clichy,93,985000
keller-williams-1-34_1_32-174358,Appartement,3,Trudaine,86,595000
hektor-BELMONTLATOUR2021-660,Appartement,1,Trudaine,26,275000
apimo-85247293,Appartement,3,Clichy,75,1020000
ag752345-438092402,Appartement,2,75009 Paris 9e,38,490000
apimo-85097578,Appartement,5,Grands Boulevards,125,1450000
apimo-85071888,Appartement,2,Trudaine,64,735000
iad-france-1656410,Appartement,1,Lorette,46,450000
laforet-immo-facile-22317547,Appartement,3,Lorette,61,585000
laforet-immo-facile-22313230,Appartement,1,Lorette,8,70000
laforet-immo-facile-22313252,Appartement,2,Lorette,38,450000
laforet-immo-facile-22313247,Appartement,2,Lorette,41,480000
laforet-immo-facile-22313275,Appartement,2,Lorette,44,495000
laforet-immo-facile-22313255,Appartement,2,Lorette,47,585000
laforet-immo-facile-22313257,Appartement,2,Lorette,49,600000
laforet-immo-facile-22313036,Appartement,3,Clichy,30,325000
hektor-sia-immo-1735,Appartement,4,Clichy,131,1408320
ag753296-437093078,Appartement,3,Grands Boulevards,67,730000
laforet-immo-facile-22300949,Appartement,2,Lorette,47,585000
laforet-immo-facile-22300925,Appartement,2,Lorette,41,480000
laforet-immo-facile-22300914,Appartement,2,Lorette,42,490000
ag752345-436048859,Appartement,2,75009 Paris 9e,38,490000
iad-france-1644752,Appartement,1,Opéra,20,420000
iad-france-1639440,Appartement,5,Clichy,111,1175000
ag753296-436220468,Appartement,5,Opéra,170,1772900
ag753296-435494873,Appartement,2,Clichy,48,550000
apimo-85128522,Appartement,2,Grands Boulevards,36,416000
ag340369-432556589,Appartement,4,Lorette,122,1327000
laforet-immo-facile-22270760,Appartement,2,Trudaine,51,600000
ag755809-431769365,Appartement,1,Clichy,6,55000
apimo-85071900,Appartement,3,Trudaine,64,735000
gedeon-29526677,Appartement,2,Trudaine,35,359100
safti-1-1336199,Appartement,3,Grands Boulevards,63,647000
apimo-85060198,Appartement,1,Lorette,17,220000
century-21-202_3354_1972,Appartement,1,Clichy,5,50000
hektor-NOHIL_1-147,Appartement,1,Lorette,12,184000
apimo-85056122,Appartement,3,Trudaine,63,649000
immo-facile-56095827,Appartement,3,Trudaine,65,998000
apimo-85031425,Appartement,4,Grands Boulevards,94,1050000
apimo-85012333,Appartement,1,Grands Boulevards,7,113000
apimo-85016346,Appartement,3,Clichy,90,1200000
iad-france-1603921,Appartement,6,Trudaine,157,1250000
apimo-84945365,Appartement,4,Opéra,77,945000
apimo-84946448,Appartement,3,Clichy,79,1110000
hektor-DROUOT75009-279,Appartement,4,Grands Boulevards,80,935000
immo-facile-55953017,Appartement,3,Lorette,80,725000
hektor-henri4immo-480,Appartement,5,Clichy,136,1290000
century-21-202_3354_2050,Appartement,2,Clichy,15,97500
netty-toctocfr-appt-2752,Appartement,2,Lorette,41,441208
oralia-0056-TAPP23520,Appartement,2,Trudaine,64,370000
apimo-84545800,Appartement,4,Grands Boulevards,89,965000
apimo-84765067,Appartement,6,Clichy,216,1480000
citya-immobilier-41372534200013-TAPP525264,Appartement,5,Lorette,121,1365000
ag756693-423812704,Appartement,3,Trudaine,65,720000
apimo-84742967,Appartement,7,Clichy,165,2000000
apimo-84705643,Appartement,1,Clichy,10,95000
immo-facile-55764789,Appartement,3,Clichy,78,770000
immo-facile-55769542,Appartement,4,Clichy,150,2550000
safti-1-1293885,Appartement,1,Clichy,12,125000
apimo-84273403,Appartement,3,Clichy,66,1190000
laforet-immo-facile-22097436,Appartement,2,Clichy,24,285000
ag752352-418716697,Appartement,2,Grands Boulevards,27,245000
ag752352-418716712,Appartement,3,Lorette,49,545000
ag754401-418751638,Appartement,4,Grands Boulevards,80,936000
hektor-EUGENE2020-276,Appartement,1,Opéra,26,388500
laforet-immo-facile-22091685,Appartement,2,Trudaine,51,600000
century-21-202_88_13597,Appartement,3,Clichy,52,499500
laforet-immo-facile-22087968,Appartement,5,Lorette,97,960000
century-21-202_3596_21954,Appartement,3,Lorette,54,650000
century-21-202_3354_1914,Appartement,1,Clichy,7,50000
hektor-sival-3006,Appartement,2,Trudaine,39,440000
gedeon-28699612,Appartement,1,Trudaine,22,199000
gedeon-28698939,Appartement,5,Trudaine,106,950000
ag340369-416193255,Appartement,2,Grands Boulevards,43,460000
apimo-84276348,Appartement,3,Grands Boulevards,68,890000
apimo-84243870,Appartement,5,Trudaine,153,1760000
laforet-immo-facile-21975577,Appartement,3,Grands Boulevards,78,930000
apimo-84088743,Appartement,7,Trudaine,210,2950000
apimo-84106368,Appartement,5,Trudaine,210,2950000
century-21-202_3354_1921,Appartement,3,Clichy,77,770000
apimo-84150137,Appartement,4,Clichy,150,3250000
keller-williams-1-34_1_32-157417,Appartement,4,Lorette,136,1545000
hektor-EUGENE2020-271,Appartement,4,Opéra,77,785200
ag752352-411330716,Appartement,2,Grands Boulevards,63,639000
apimo-84015397,Appartement,5,Trudaine,105,834000
apimo-84014642,Appartement,1,Clichy,31,365500
apimo-83937668,Appartement,3,Clichy,69,840000
apimo-83720266,Appartement,4,Lorette,80,989000
apimo-83616556,Appartement,1,Grands Boulevards,9,82000
apimo-83234250,Appartement,2,Clichy,61,720000
apimo-83042672,Appartement,1,Opéra,17,390000
apimo-82893169,Appartement,4,Lorette,80,1300000
gedeon-27316499,Appartement,1,Trudaine,22,230000
apimo-7188299,Appartement,6,Clichy,205,4300000
apimo-82355440,Appartement,3,Grands Boulevards,68,840000
immo-facile-53003023,Appartement,2,Clichy,47,465000
immo-facile-51321234,Appartement,3,Lorette,79,1495000
immo-facile-52499384,Appartement,4,Clichy,91,1232000
apimo-82191200,Appartement,2,Trudaine,51,600000
laforet-immo-facile-21491396,Appartement,2,Clichy,12,142000
century-21-202_2983_156709,Appartement,1,Lorette,6,58000
apimo-7515400,Appartement,3,Clichy,147,2550000
laforet-immo-facile-21262476,Appartement,3,Grands Boulevards,88,1080000
apimo-4295033,Appartement,4,Lorette,136,1545000
apimo-6666715,Appartement,3,Grands Boulevards,77,899000
ag942352-445542494,Appartement,1,Château d'Eau,22,229500
ag756001-423405010,Appartement,3,Porte Saint-Martin,65,600000
netty-robert-appt-4274,Appartement,4,Saint-Vincent de Paul,107,900000
ag754691-449276621,Appartement,2,Goncourt,55,570000
ag942352-449285780,Appartement,2,Saint-Vincent de Paul,41,429000
stephane-plaza-4-4830284,Appartement,4,Goncourt,102,1136000
ag755714-449209346,Appartement,5,Porte Saint-Martin,123,1200000
apimo-85477256,Appartement,3,Château d'Eau,74,940500
iad-france-1711563,Appartement,2,Goncourt,54,569000
apimo-85490109,Appartement,2,Goncourt,32,350000
hektor-transopera-4207,Appartement,2,Château d'Eau,57,550000
hektor-transopera-4209,Appartement,3,Château d'Eau,57,550000
immo-facile-57116128,Maison,5,Porte Saint-Martin,126,1350000
century-21-202_481_16243,Appartement,5,Porte Saint-Martin,85,900000
century-21-202_2572_18442,Appartement,5,Château d'Eau,153,1330000
ag942352-449042960,Appartement,5,Château d'Eau,96,955000
ag756469-449039492,Appartement,2,Goncourt,55,590000
dr-house-immo-1-174931,Appartement,2,Goncourt,25,249000
dr-house-immo-1-570598,Appartement,2,Saint-Vincent de Paul,26,290000
apimo-85487754,Appartement,2,Canal Saint-Martin,58,500000
hektor-br-immobilier-4372,Appartement,1,Goncourt,23,255000
ag752451-448924598,Duplex,5,Canal Saint-Martin,104,264350
ag752991-448938332,Studio,1,Porte Saint-Martin,17,197000
immo-facile-57491424,Appartement,2,Goncourt,27,255000
immo-facile-57491360,Appartement,2,Goncourt,44,445000
immo-facile-57423974,Appartement,5,Porte Saint-Martin,113,980000
hektor-1_piic-immobilier-paris-1505,Appartement,1,Louis Blanc,13,170000
immo-facile-55943482,Appartement,4,Louis Blanc,100,850000
ag753296-448858412,Appartement,2,Saint-Vincent de Paul,26,290000
ag754594-448898612,Appartement,2,Goncourt,26,240000
ag754594-448898567,Appartement,3,Canal Saint-Martin,64,608000
stephane-plaza-4-4831962,Appartement,4,Porte Saint-Martin,107,920000
apimo-85477301,Appartement,2,Goncourt,38,399000
apimo-85466318,Appartement,3,Porte Saint-Martin,42,650000
apimo-85476830,Appartement,2,Goncourt,56,525000
apimo-85476845,Appartement,2,Goncourt,56,525000
apimo-85094403,Appartement,3,Porte Saint-Martin,42,650000
apimo-85475801,Appartement,3,Louis Blanc,69,700000
apimo-5503847,Appartement,3,Goncourt,63,612300
ag756469-448616597,Appartement,2,Louis Blanc,42,345000
stephane-plaza-4-4827934,Appartement,2,Canal Saint-Martin,31,280000
apimo-85474776,Appartement,3,Goncourt,72,699000
stephane-plaza-4-4830462,Appartement,2,Château d'Eau,39,395000
netty-loftappart-appt-3107,Appartement,3,Goncourt,47,489000
stephane-plaza-4-4830277,Appartement,4,Porte Saint-Martin,73,835000
hektor-pierredetaille-603,Appartement,3,Goncourt,47,480000
ag753296-448307384,Loft/atelier/surface,3,Goncourt,50,270000
netty-robert-appt-4236,Appartement,3,Louis Blanc,65,598000
iad-france-1707584,Appartement,4,Saint-Vincent de Paul,80,732000
ladresse-1-adresse-13808450,Appartement,3,Château d'Eau,40,360000
ladresse-1-adresse-13808454,Appartement,2,Château d'Eau,40,360000
apimo-85468601,Appartement,3,Château d'Eau,67,768000
century-21-202_2572_18438,Appartement,2,Château d'Eau,48,530000
netty-robert-appt-4234,Appartement,2,Goncourt,45,445000
ladresse-1-adresse-13808420,Appartement,2,Canal Saint-Martin,50,550000
hektor-196_hektor-klicc-6425,Appartement,5,Saint-Vincent de Paul,100,990000
ladresse-1-adresse-13807702,Appartement,1,Château d'Eau,8,40000
immo-facile-57365491,Appartement,1,Château d'Eau,11,188000
ag340369-447880262,Appartement,1,Canal Saint-Martin,10,125925
apimo-85464084,Appartement,1,Château d'Eau,15,170000
apimo-85464102,Appartement,1,Château d'Eau,17,187000
apimo-85409658,Appartement,5,Saint-Vincent de Paul,118,1100000
laforet-immo-facile-22404564,Appartement,1,Château d'Eau,20,236000
laforet-immo-facile-21196321,Appartement,1,Canal Saint-Martin,25,278000
immo-facile-57348905,Appartement,1,Porte Saint-Martin,5,55000
oralia-0070-TAPP24184,Appartement,3,Louis Blanc,45,377550
ladresse-1-adresse-13805540,Appartement,2,Porte Saint-Martin,38,357000
immo-facile-56429838,Appartement,4,Château d'Eau,149,1550000
hektor-PARISLUXURYHOMES-3976,Appartement,5,Porte Saint-Martin,70,1150000
netty-robert-appt-4203,Appartement,3,Goncourt,72,699000
hektor-VINCENNES-5621,Appartement,1,Canal Saint-Martin,17,210000
apimo-85451321,Appartement,3,Saint-Vincent de Paul,53,475000
ladresse-1-adresse-13804490,Appartement,1,Goncourt,28,218000
laforet-immo-facile-22430613,Appartement,2,Goncourt,34,390000
apimo-85453884,Appartement,4,Louis Blanc,95,993000
century-21-202_2572_18436,Appartement,2,Château d'Eau,18,208000
gedeon-30214408,Appartement,1,Louis Blanc,18,126500
laforet-immo-facile-22421454,Appartement,1,Château d'Eau,49,705000
hektor-ezrahome11-180,Appartement,1,Porte Saint-Martin,28,295000
apimo-85454194,Appartement,3,Porte Saint-Martin,92,1020000
netty-loftappart-appt-3088,Appartement,2,Goncourt,45,460000
netty-loftappart-appt-3087,Duplex,3,Goncourt,72,649000
rodacom-5533250,Appartement,5,Porte Saint-Martin,93,850000
netty-toctocfr-appt-3420,Appartement,1,Saint-Vincent de Paul,17,147000
netty-robert-appt-4150,Appartement,2,Louis Blanc,30,280000
netty-robert-appt-3968,Appartement,3,Louis Blanc,69,565000
netty-robert-appt-4200,Appartement,4,Louis Blanc,80,775000
netty-robert-appt-3894,Appartement,4,Saint-Vincent de Paul,107,900000
netty-robert-appt-3957,Appartement,5,Porte Saint-Martin,100,995000
netty-robert-appt-3882,Appartement,5,Louis Blanc,117,1195000
ag752647-445139984,Appartement,3,Porte Saint-Martin,80,785000
era-2-56942073,Appartement,2,Goncourt,31,307000
immo-facile-57209530,Appartement,2,Goncourt,57,550000
century-21-202_481_16234,Appartement,1,Louis Blanc,29,260000
iad-france-1700842,Appartement,3,Château d'Eau,82,699000
laforet-immo-facile-22424706,Appartement,2,Château d'Eau,48,530000
apimo-85433340,Appartement,4,Porte Saint-Martin,125,1450000
hektor-NOHIL_1-229,Appartement,2,Goncourt,27,340000
ag752345-446441519,Studio,1,Saint-Vincent de Paul,28,220000
ag753296-446419238,Appartement,1,Château d'Eau,24,235000
ag942352-445190279,Appartement,3,Belleville,45,420000
century-21-202_2572_18116,Appartement,2,Porte Saint-Martin,67,550000
apimo-85429895,Appartement,2,Porte Saint-Martin,60,720000
iad-france-1698891,Appartement,3,Porte Saint-Martin,55,535000
iad-france-1695613,Appartement,3,Goncourt,62,612000
immo-facile-56407783,Appartement,3,Louis Blanc,49,499000
hektor-DROUOT75009-342,Appartement,5,Saint-Vincent de Paul,127,1250000
gedeon-30168384,Appartement,1,Canal Saint-Martin,22,245000
gedeon-30166928,Appartement,2,Canal Saint-Martin,51,522000
apimo-85308483,Appartement,3,Porte Saint-Martin,92,1020000
hektor-patrimriviera06-264,Appartement,1,Château d'Eau,18,148322
netty-meilleurconseil-appt-5481,Appartement,3,Saint-Vincent de Paul,64,360000
dr-house-immo-1-174612,Appartement,4,Canal Saint-Martin,89,1030000
apimo-85422953,Appartement,1,Château d'Eau,9,99000
hektor-laportedeparis_75-198,Appartement,3,Porte Saint-Martin,68,648000
ladresse-1-adresse-13775503,Appartement,1,Porte Saint-Martin,18,180000
legget-PRO3KY6WPZ1R,Appartement,3,Château d'Eau,67,760000
century-21-202_2572_18435,Appartement,3,Château d'Eau,81,699000
hektor-hetbimmo75003-2308,Appartement,2,Goncourt,44,445000
keller-williams-1-34_1_32-179066,Appartement,4,Porte Saint-Martin,104,930000
laforet-immo-facile-22412458,Appartement,2,Goncourt,52,449000
dr-house-immo-1-174402,Appartement,2,Château d'Eau,59,595000
laforet-immo-facile-22412085,Appartement,1,Château d'Eau,15,173000
immo-facile-57165362,Appartement,2,Louis Blanc,31,275000
ag755942-445433225,Appartement,1,Château d'Eau,30,215000
oralia-0066-TAPP24131,Appartement,5,Château d'Eau,114,1220000
immo-facile-57159563,Appartement,2,Saint-Vincent de Paul,33,320000
immo-facile-57082949,Appartement,2,Château d'Eau,40,390000
ag754248-445227392,Appartement,1,Saint-Vincent de Paul,28,270000
ag754272-445257494,Appartement,1,Château d'Eau,18,185000
apimo-85323694,Appartement,2,Louis Blanc,50,493500
century-21-202_3048_27277,Appartement,2,Château d'Eau,31,289000
immo-facile-57152380,Appartement,5,Saint-Vincent de Paul,138,1278000
ag752816-445078679,Loft/atelier/surface,4,Goncourt,107,1150000
laforet-immo-facile-22388801,Appartement,2,Goncourt,24,258000
apimo-85239731,Appartement,6,Porte Saint-Martin,166,1775000
hektor-br-immobilier-4232,Appartement,3,Louis Blanc,62,615000
ag754691-444797426,Appartement,3,Goncourt,26,240000
hektor-AGENTISSIMOLAFAYETTE-932,Appartement,2,Louis Blanc,27,220500
apimo-85255968,Appartement,3,Saint-Vincent de Paul,59,620000
hektor-laportedeparis_75-197,Appartement,5,Château d'Eau,170,1548000
apimo-85379779,Appartement,1,Porte Saint-Martin,29,368000
ag311656-444513260,Appartement,1,Porte Saint-Martin,4,55000
iad-france-1685938,Appartement,2,Louis Blanc,46,413000
ag755942-444368693,Appartement,2,Château d'Eau,48,565000
hektor-AGENTISSIMOLAFAYETTE-937,Appartement,4,Louis Blanc,74,660000
hektor-br-immobilier-4197,Appartement,3,Goncourt,72,699000
ag756771-444051167,Appartement,3,Saint-Vincent de Paul,60,724000
netty-loftappart-appt-3043,Appartement,7,Saint-Vincent de Paul,144,1340000
ag756771-443822324,Appartement,3,Saint-Vincent de Paul,60,724000
ag942352-443740298,Duplex,3,Château d'Eau,57,570000
hektor-AGENTISSIMOLAFAYETTE-930,Appartement,7,Louis Blanc,163,1090000
century-21-202_2572_18425,Appartement,2,Château d'Eau,34,328000
ag752991-443567438,Appartement,2,Louis Blanc,52,515000
ag756001-443543975,Studio,1,Louis Blanc,12,127000
ag942352-443459906,Appartement,2,Goncourt,20,245000
ag753531-443045180,Appartement,3,Saint-Vincent de Paul,68,650000
ag631170-442965068,Appartement,3,75010 Paris 10e,48,437000
ag755942-442902671,Appartement,3,Louis Blanc,73,600000
ag923321-442910873,Appartement,1,Château d'Eau,15,169000
century-21-202_2572_18422,Appartement,3,Saint-Vincent de Paul,49,430000
laforet-immo-facile-22388005,Appartement,1,Château d'Eau,20,215000
ladresse-1-adresse-13768060,Appartement,4,Canal Saint-Martin,116,1276000
hektor-br-immobilier-4164,Appartement,1,Château d'Eau,8,68000
hektor-transopera-4155,Appartement,4,Porte Saint-Martin,90,699000
immo-facile-56515141,Appartement,2,Château d'Eau,46,445000
hektor-AGENTISSIMOLAFAYETTE-928,Appartement,3,Saint-Vincent de Paul,57,455000
apimo-85294847,Appartement,2,Louis Blanc,34,285000
apimo-85316157,Appartement,1,Château d'Eau,28,300000
apimo-85294743,Appartement,2,Louis Blanc,50,495000
century-21-202_481_16214,Appartement,2,Louis Blanc,31,220000
apimo-85304285,Appartement,4,Porte Saint-Martin,130,1350000
ladresse-1-adresse-13764023,Appartement,2,Château d'Eau,47,450000
ladresse-1-adresse-13756778,Appartement,1,Goncourt,13,149000
century-21-202_2572_18411,Appartement,2,Château d'Eau,31,333000
ladresse-1-adresse-13762600,Appartement,2,Château d'Eau,44,485000
apimo-85290861,Appartement,2,Louis Blanc,35,435000
apimo-85305124,Appartement,3,Canal Saint-Martin,55,538000
iad-france-1664596,Studio,1,Château d'Eau,28,297000
immo-facile-56907913,Loft/atelier/surface,2,Porte Saint-Martin,81,680000
hektor-transopera-4137,Appartement,2,Goncourt,30,335000
iad-france-1667237,Appartement,2,Louis Blanc,29,259000
apimo-85056170,Appartement,2,Goncourt,38,415000
apimo-85298038,Appartement,1,Porte Saint-Martin,16,190000
apimo-85293517,Appartement,3,Porte Saint-Martin,124,715000
century-21-202_481_16195,Appartement,4,Goncourt,116,1276000
netty-company34605jrw-appt-3779,Appartement,4,Château d'Eau,83,1365000
ladresse-1-adresse-13588155,Appartement,3,Château d'Eau,44,485000
iad-france-1662143,Appartement,3,Porte Saint-Martin,71,890000
iad-france-1665144,Appartement,6,Saint-Vincent de Paul,138,1412000
immo-facile-56011175,Appartement,2,Saint-Vincent de Paul,35,310000
